id,type,item,historical_state,historical_risk,current_status,decision,current_evidence,implementation_commit,remaining_action
DEP-0237,dependency,@tailwindcss/postcss,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0238,dependency,@testing-library/dom,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0239,dependency,@types/bcryptjs,no-static-import,Medio,DONE_VERIFIED,REMOVE_VERIFIED,Ausente de package.json y lockfile; npm run verify y Knip pasan.,,
DEP-0240,dependency,@types/jsonwebtoken,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0241,dependency,@types/node,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0242,dependency,@types/pdfkit,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0243,dependency,@types/react,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0244,dependency,@types/react-dom,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0245,dependency,@types/sanitize-html,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0246,dependency,@vitest/coverage-v8,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0247,dependency,jsdom,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0248,dependency,tailwindcss,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0249,dependency,typescript,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0250,unresolved-import,scripts/archive/re-audit-loop.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0251,unresolved-import,scripts/update-pension-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0252,unresolved-import,scripts/update-pension-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0253,unresolved-import,scripts/archive/get-article-agy.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0254,unresolved-import,scripts/archive/get-article-agy.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0255,unresolved-import,scripts/update-prestaciones-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0256,unresolved-import,scripts/update-prestaciones-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0257,unresolved-import,scripts/archive/agent-loop.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0258,unresolved-import,scripts/archive/native-update.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0259,unresolved-import,scripts/archive/get-article.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0260,unresolved-import,scripts/archive/get-article.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0261,unresolved-import,scripts/phase1-optimize-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,562e9123,
DEP-0262,unresolved-import,scripts/phase1-optimize-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,562e9123,
DEP-0263,unresolved-import,scripts/archive/get_body.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0264,unresolved-import,scripts/archive/get_body.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0265,unresolved-import,scripts/archive/fetch-pending.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0266,unresolved-import,scripts/dump-blog-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0267,unresolved-import,scripts/dump-blog-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0268,unresolved-import,scripts/update-prescripcion-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0269,unresolved-import,scripts/update-prescripcion-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0270,unresolved-import,scripts/update-allanamiento-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0271,unresolved-import,scripts/update-allanamiento-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0272,unresolved-import,scripts/dump-target-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0273,unresolved-import,scripts/dump-target-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0274,unresolved-import,scripts/restore-target-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0275,unresolved-import,scripts/restore-target-posts.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0276,unresolved-import,tests/blog-verification-phase2.test.ts,unresolved-import,Bajo,DONE_VERIFIED,RESOLVED_CURRENT_TOOLCHAIN,El archivo existe y Knip actual informa 0 imports no resueltos.,,
DEP-0277,unresolved-import,scripts/archive/fetch-article.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0278,unresolved-import,scripts/update-domesticas-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0279,unresolved-import,scripts/update-domesticas-db.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
DEP-0280,unresolved-import,scripts/archive/update-block.ts,unresolved-import,Bajo,DONE_VERIFIED,REMOVE_VERIFIED,El archivo ya no existe en HEAD; Knip actual informa 0 imports no resueltos.,1d17990b,
